ID,age,years_of_schooling,disable_person,gender,marital_status,in_house_position,education_level,region,area,house_owned_status,monthly_rent_payment,bedrooms,bathrooms,condition_roof,condition_floor,condition_walls,material_outside_wall,floor_material,roof_material,water_provision,electricity,toilet,cooking_energy,rubbish_disposal,Household_level_identifier,household_size,males_younger_12,males_older_12,female_younger_12,female_older_12,children_0_to_19,adult_below_65,adult_above_65,edu_male_head_years,edu_female_head_years,edu_avg_above_18,refrigerator,no_of_tablets,computer,television,mobilephone,no_of_mobile_phone,overcrowding,dependency,Target
ID_e546821ae,20.0,10.0,0.0,2.0,7.0,3.0,4.0,1.0,1.0,2.0,300000.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0c072fb72,3.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0,12,10.666667,1.0,0.0,0.0,1.0,1.0,3.0,0.75,0,4.0
ID_782062b7e,23.0,10.0,0.0,1.0,7.0,3.0,4.0,1.0,1.0,2.0,300000.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0c072fb72,3.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0,12,10.666667,1.0,0.0,0.0,1.0,1.0,3.0,0.75,0,4.0
ID_26c434a24,21.0,11.0,0.0,2.0,7.0,3.0,0.0,1.0,1.0,2.0,200000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,e452c8e21,5.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,9,0,10.0,1.0,1.0,0.0,0.0,1.0,5.0,1.6666666,.66666669,4.0
ID_0cf382883,44.0,9.0,0.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,200000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,e452c8e21,5.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,9,0,10.0,1.0,1.0,0.0,0.0,1.0,5.0,1.6666666,.66666669,4.0
ID_d9ff86126,12.0,6.0,0.0,1.0,7.0,3.0,3.0,1.0,1.0,2.0,200000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,e452c8e21,5.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,9,0,10.0,1.0,1.0,0.0,0.0,1.0,5.0,1.6666666,.66666669,4.0
ID_ecd647b60,38.0,10.0,0.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,200000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,e452c8e21,5.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,9,0,10.0,1.0,1.0,0.0,0.0,1.0,5.0,1.6666666,.66666669,4.0
ID_2f2ebc646,10.0,4.0,0.0,2.0,7.0,3.0,2.0,1.0,1.0,2.0,200000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,e452c8e21,5.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,9,0,10.0,1.0,1.0,0.0,0.0,1.0,5.0,1.6666666,.66666669,4.0
ID_11e82977d,45.0,9.0,0.0,1.0,7.0,3.0,4.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,234f88ab8,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,8,8.5,1.0,0.0,0.0,1.0,1.0,2.0,0.66666669,1,4.0
ID_58aa63491,70.0,8.0,0.0,2.0,6.0,1.0,4.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,234f88ab8,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,8,8.5,1.0,0.0,0.0,1.0,1.0,2.0,0.66666669,1,4.0
ID_31c8db9f5,69.0,11.0,0.0,1.0,5.0,12.0,0.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9041d2699,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0,4,9.333333,1.0,0.0,0.0,1.0,1.0,3.0,1.0,.5,4.0
ID_5d4ecf78e,64.0,4.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9041d2699,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0,4,9.333333,1.0,0.0,0.0,1.0,1.0,3.0,1.0,.5,4.0
ID_ffd3f8a72,27.0,13.0,0.0,1.0,7.0,6.0,8.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9041d2699,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0,4,9.333333,1.0,0.0,0.0,1.0,1.0,3.0,1.0,.5,4.0
ID_5988311f9,20.0,12.0,0.0,2.0,7.0,11.0,8.0,1.0,1.0,1.0,150000.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,26389d8c9,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,13,12.5,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0,4.0
ID_3afc5f3e0,24.0,13.0,0.0,2.0,7.0,1.0,8.0,1.0,1.0,1.0,150000.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,26389d8c9,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,13,12.5,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0,4.0
ID_714ba0171,60.0,17.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,150000.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,78d7dd4ff,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,17,0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,.5,4.0
ID_565abcaec,8.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,150000.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,78d7dd4ff,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,17,0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,.5,4.0
ID_418b959f7,47.0,17.0,0.0,2.0,2.0,2.0,8.0,1.0,1.0,1.0,150000.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,78d7dd4ff,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,17,0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,.5,4.0
ID_61169db31,31.0,9.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,160000.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,b8c75d0e6,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,9,0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.5,.5,4.0
ID_8b18e60e1,30.0,9.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,160000.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,b8c75d0e6,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,9,0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.5,.5,4.0
ID_db82a8e56,2.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,160000.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,b8c75d0e6,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,9,0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.5,.5,4.0
ID_fc1684bb8,64.0,16.0,0.0,2.0,4.0,1.0,8.0,1.0,1.0,3.0,150000.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,ac86146e7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,16,16.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,4.0
ID_20d9c1b2d,69.0,11.0,0.0,2.0,6.0,1.0,0.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0a3be8b29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,11,11.0,1.0,0.0,0.0,1.0,1.0,2.0,0.33333334,8,4.0
ID_af0dab309,42.0,12.0,0.0,2.0,3.0,2.0,13.0,1.0,1.0,2.0,855810.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,916951060,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,16,0,14.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,.5,4.0
ID_5bd6254b3,41.0,16.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,855810.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,916951060,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,16,0,14.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,.5,4.0
ID_5a256e848,13.0,6.0,0.0,2.0,7.0,3.0,3.0,1.0,1.0,2.0,855810.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,916951060,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,16,0,14.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,.5,4.0
ID_ab9d8bfd2,50.0,6.0,0.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,64b6d27f3,6.0,0.0,5.0,0.0,1.0,0.0,5.0,1.0,9,0,6.5,1.0,0.0,0.0,1.0,1.0,3.0,2.0,.2,4.0
ID_bb1c9fe5c,42.0,6.0,0.0,2.0,7.0,3.0,3.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,64b6d27f3,6.0,0.0,5.0,0.0,1.0,0.0,5.0,1.0,9,0,6.5,1.0,0.0,0.0,1.0,1.0,3.0,2.0,.2,4.0
ID_bb7e60185,51.0,6.0,0.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,64b6d27f3,6.0,0.0,5.0,0.0,1.0,0.0,5.0,1.0,9,0,6.5,1.0,0.0,0.0,1.0,1.0,3.0,2.0,.2,4.0
ID_a05bf5c97,49.0,6.0,0.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,64b6d27f3,6.0,0.0,5.0,0.0,1.0,0.0,5.0,1.0,9,0,6.5,1.0,0.0,0.0,1.0,1.0,3.0,2.0,.2,4.0
ID_89ea3bfda,52.0,6.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,64b6d27f3,6.0,0.0,5.0,0.0,1.0,0.0,5.0,1.0,9,0,6.5,1.0,0.0,0.0,1.0,1.0,3.0,2.0,.2,4.0
ID_5b7e48312,75.0,9.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,64b6d27f3,6.0,0.0,5.0,0.0,1.0,0.0,5.0,1.0,9,0,6.5,1.0,0.0,0.0,1.0,1.0,3.0,2.0,.2,4.0
ID_df65abaed,33.0,14.0,0.0,2.0,3.0,1.0,8.0,1.0,1.0,3.0,190000.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,b92e716c5,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,14,10.5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0,4.0
ID_61bc46cd4,27.0,7.0,0.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,190000.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,b92e716c5,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,14,10.5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0,4.0
ID_945ed19c1,40.0,13.0,0.0,1.0,3.0,2.0,8.0,1.0,1.0,2.0,427905.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,214e0389f,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,16,14.5,1.0,1.0,0.0,1.0,1.0,4.0,0.66666669,0,4.0
ID_9a8fad9ec,40.0,16.0,0.0,2.0,3.0,1.0,8.0,1.0,1.0,2.0,427905.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,214e0389f,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,16,14.5,1.0,1.0,0.0,1.0,1.0,4.0,0.66666669,0,4.0
ID_83e64cfd2,10.0,3.0,0.0,1.0,7.0,6.0,2.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0564f49cd,3.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0,15,14.5,1.0,1.0,0.0,1.0,1.0,2.0,1.0,.5,4.0
ID_803d36ea7,57.0,15.0,0.0,2.0,5.0,1.0,8.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0564f49cd,3.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0,15,14.5,1.0,1.0,0.0,1.0,1.0,2.0,1.0,.5,4.0
ID_fad0bbb1c,34.0,14.0,0.0,2.0,7.0,3.0,8.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0564f49cd,3.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0,15,14.5,1.0,1.0,0.0,1.0,1.0,2.0,1.0,.5,4.0
ID_22dedcb78,34.0,14.0,0.0,2.0,4.0,1.0,8.0,1.0,1.0,1.0,150000.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,fe4c84768,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0,14,15.5,1.0,1.0,1.0,0.0,1.0,3.0,0.75,.5,4.0
ID_12c2903b0,8.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,150000.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,fe4c84768,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0,14,15.5,1.0,1.0,1.0,0.0,1.0,3.0,0.75,.5,4.0
ID_d46d54668,63.0,17.0,0.0,2.0,5.0,7.0,8.0,1.0,1.0,1.0,150000.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,fe4c84768,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0,14,15.5,1.0,1.0,1.0,0.0,1.0,3.0,0.75,.5,4.0
ID_4f01a9c52,33.0,13.0,0.0,2.0,7.0,9.0,8.0,1.0,1.0,1.0,150000.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,66527b23b,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,15,14.0,1.0,2.0,0.0,0.0,1.0,2.0,0.66666669,0,4.0
ID_395d62362,38.0,15.0,0.0,2.0,7.0,1.0,8.0,1.0,1.0,1.0,150000.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,66527b23b,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,15,14.0,1.0,2.0,0.0,0.0,1.0,2.0,0.66666669,0,4.0
ID_6880f8d79,15.0,9.0,0.0,2.0,7.0,3.0,5.0,1.0,1.0,2.0,290975.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,549637731,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,14,0,14.5,1.0,3.0,0.0,0.0,1.0,4.0,1.3333334,1,4.0
ID_a773c8493,12.0,5.0,0.0,1.0,7.0,3.0,2.0,1.0,1.0,2.0,290975.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,549637731,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,14,0,14.5,1.0,3.0,0.0,0.0,1.0,4.0,1.3333334,1,4.0
ID_c09ef89af,46.0,15.0,0.0,2.0,3.0,2.0,8.0,1.0,1.0,2.0,290975.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,549637731,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,14,0,14.5,1.0,3.0,0.0,0.0,1.0,4.0,1.3333334,1,4.0
ID_ec8b14b52,47.0,14.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,290975.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,549637731,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,14,0,14.5,1.0,3.0,0.0,0.0,1.0,4.0,1.3333334,1,4.0
ID_9019e039a,70.0,11.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,150000.0,2.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,268650e75,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,16,0,13.5,1.0,1.0,0.0,1.0,1.0,2.0,1.0,8,4.0
ID_8349ff048,73.0,16.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,1.0,150000.0,2.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,268650e75,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,16,0,13.5,1.0,1.0,0.0,1.0,1.0,2.0,1.0,8,4.0
ID_5f19b3bef,54.0,13.0,0.0,1.0,4.0,1.0,8.0,1.0,1.0,1.0,150000.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,63a5f1008,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,13,0,12.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0,4.0
ID_7099b0360,24.0,11.0,0.0,1.0,7.0,3.0,0.0,1.0,1.0,1.0,150000.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,63a5f1008,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,13,0,12.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0,4.0
ID_228d40b82,16.0,10.0,0.0,2.0,7.0,3.0,4.0,1.0,1.0,2.0,188000.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,a4465eeec,4.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,15,0,14.5,1.0,0.0,1.0,1.0,1.0,4.0,1.3333334,1,4.0
ID_e01cb1beb,14.0,7.0,0.0,2.0,7.0,3.0,4.0,1.0,1.0,2.0,188000.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,a4465eeec,4.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,15,0,14.5,1.0,0.0,1.0,1.0,1.0,4.0,1.3333334,1,4.0
ID_daeb2e6a9,52.0,15.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,188000.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,a4465eeec,4.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,15,0,14.5,1.0,0.0,1.0,1.0,1.0,4.0,1.3333334,1,4.0
ID_137758649,47.0,14.0,0.0,2.0,3.0,2.0,8.0,1.0,1.0,2.0,188000.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,a4465eeec,4.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,15,0,14.5,1.0,0.0,1.0,1.0,1.0,4.0,1.3333334,1,4.0
ID_e2d4343fa,26.0,12.0,0.0,1.0,7.0,1.0,8.0,1.0,1.0,3.0,118097.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,b7623c9c6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,4.0
ID_636c862b8,36.0,15.0,0.0,2.0,7.0,9.0,8.0,1.0,1.0,1.0,150000.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,53c2b9a1b,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,14,0,13.333332999999998,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0,4.0
ID_ffdca7ffd,32.0,14.0,0.0,1.0,7.0,1.0,8.0,1.0,1.0,1.0,150000.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,53c2b9a1b,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,14,0,13.333332999999998,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0,4.0
ID_ce42c84aa,29.0,11.0,0.0,1.0,7.0,12.0,0.0,1.0,1.0,1.0,150000.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,53c2b9a1b,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,14,0,13.333332999999998,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0,4.0
ID_8a7a884af,60.0,10.0,0.0,2.0,6.0,1.0,4.0,1.0,1.0,1.0,90000.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0890628f6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,10,10.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,3.0
ID_83c34d1f2,28.0,15.0,0.0,2.0,7.0,3.0,8.0,1.0,1.0,3.0,570540.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,f4ca4eee6,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0,17,16.0,1.0,1.0,1.0,1.0,1.0,3.0,0.75,0,4.0
ID_b49dbbd0d,31.0,16.0,0.0,2.0,7.0,3.0,8.0,1.0,1.0,3.0,570540.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,f4ca4eee6,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0,17,16.0,1.0,1.0,1.0,1.0,1.0,3.0,0.75,0,4.0
ID_e5d1b4214,56.0,17.0,0.0,2.0,4.0,1.0,8.0,1.0,1.0,3.0,570540.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,f4ca4eee6,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0,17,16.0,1.0,1.0,1.0,1.0,1.0,3.0,0.75,0,4.0
ID_638d97d33,60.0,0.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,150000.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5bdaea346,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0,11,5.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.0
ID_76e3beccd,87.0,11.0,1.0,2.0,6.0,1.0,0.0,1.0,1.0,1.0,150000.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5bdaea346,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0,11,5.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.0
ID_d47cb4869,80.0,3.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,90000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3016dcae9,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,6,0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.66666669,8,2.0
ID_66b4a9b33,86.0,6.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,90000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3016dcae9,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,6,0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.66666669,8,2.0
ID_935725dd4,41.0,6.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,90000.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,b3115cb50,4.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,6,0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3333334,1,3.0
ID_67da667a4,35.0,6.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,90000.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,b3115cb50,4.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,6,0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3333334,1,3.0
ID_fb0310d81,13.0,6.0,0.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,90000.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,b3115cb50,4.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,6,0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3333334,1,3.0
ID_6a5cb7106,4.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,90000.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,b3115cb50,4.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,6,0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3333334,1,3.0
ID_c9fc1a380,38.0,6.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,80000.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,1.0,3.0,2.0,1.0,2955fb7d7,4.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,7,0,6.5,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1,2.0
